Company_Ticker,Company_Name,Aienstein_Rating,ESG_E,ESG_S,ESG_G,ESG_Summary,Fact_Market_Cap,Fact_Market_Cap_Rating
AJG,Arthur J. Gallagher & Co.,D,C,C,C,C,34603.7475,4X
ALL,Allstate Corp (The),A,B,C,C,C,39473.46797,4X
ALTO,Alto Ingredients Inc,A,D,C,C,C,414.2693435,.25X
AMRK,A-Mark Precious Metals Inc,A,,,,,841.7624639,.25X
APPF,Appfolio Inc,D,,,,,2126.825048,.5X
APPS,Digital Turbine Inc,F,B,B,C,C,4135.985484,1X
ARAY,Accuray Inc,F,C,C,D,D,305.184301,.25X
ARW,Arrow Electronics Inc.,D,C,B,C,C,9168.19008,2X
ASPN,Aspen Aerogels Inc.,F,D,C,B,C,1016.251799,.5X
ATSG,Air Transport Services Group Inc,A,C,C,D,C,2368.553855,.5X
AWI,Armstrong World Industries Inc.,F,C,C,C,C,4406.141825,1X
BCC,Boise Cascade Co,A,B,C,C,C,3201.920998,1X
BJRI,BJ`s Restaurant Inc.,F,D,C,C,C,650.66767,.25X
BLK,Blackrock Inc.,F,C,C,C,C,112410.2915,4X
BLMN,Bloomin Brands Inc,A,D,C,C,C,1945.98159,.5X
BOKF,BOK Financial Corp.,D,C,C,C,C,6963.799351,2X
BRC,Brady Corp.,F,C,C,B,C,2259.475087,.5X
CARR,Carrier Global Corp,F,C,C,C,C,41458.7727,4X
CECE,Ceco Environmental Corp.,D,C,C,D,C,216.773975,.25X
CEVA,Ceva Inc.,D,D,C,C,C,922.6020041,.5X
CFMS,Conformis Inc.,F,,,,,129.0570603,.25X
CHEF,Chefs` Warehouse Inc,F,D,C,C,C,1157.736172,.5X
CNHI,CNH Industrial NV,F,B,B,C,C,21288.69218,4X
CNS,Cohen & Steers Inc.,F,D,C,B,C,3996.032369,1X
CNXN,"PC Connection, Inc.",A,D,C,C,C,1381.613388,.5X
COKE,Coca-Cola Consolidated Inc,F,C,C,C,C,3664.11851,1X
COWN,Cowen Inc,F,C,C,C,C,795.9015013,.25X
CRNT,Ceragon Networks Ltd,F,D,C,B,C,181.7787703,.25X
CROX,Crocs Inc,F,D,C,C,C,5185.485503,1X
CVNA,Carvana Co.,F,D,C,D,C,12035.62712,2X
CZR,Caesars Entertainment Inc,F,D,C,D,D,17251.5161,2X
D,Dominion Energy Inc,A,B,C,C,C,65546.23287,4X
DAR,Darling Ingredients Inc,A,B,B,C,B,11923.47489,2X
DD,DuPont de Nemours Inc,D,C,C,B,C,40123.67884,4X
DELL,Dell Technologies Inc,D,B,B,C,C,15074.70564,2X
DIN,Dine Brands Global Inc,A,D,C,C,C,1353.126698,.5X
DISH,Dish Network Corp,D,C,C,D,C,9161.220271,2X
DUK,Duke Energy Corp.,A,C,C,D,C,80806.45133,4X
ELAN,Elanco Animal Health Inc,D,D,C,D,D,12970.18419,2X
ENS,Enersys,D,C,C,C,C,3276.41726,1X
EQT,EQT Corp,A,B,C,B,B,10251.79755,2X
ERIC,Telefonaktiebolaget L M Ericsson,F,,,,,27805.18177,4X
ET,Energy Transfer LP,A,C,C,B,B,26480.67624,4X
EVBG,Everbridge Inc,F,D,C,D,D,1568.430672,.5X
EXEL,Exelixis Inc,A,D,C,B,C,6738.893575,2X
EXPD,"Expeditors International Of Washington, Inc.",F,C,C,B,C,18140.97785,2X
FCN,FTI Consulting Inc.,A,B,C,C,C,5318.986621,1X
FF,Futurefuel Corp,A,C,C,C,C,422.98514,.25X
FICO,"Fair, Isaac Corp.",A,C,C,C,C,13956.55951,2X
FLR,Fluor Corporation,A,B,C,C,C,3978.0381,1X
FLWS,1-800 Flowers.com Inc.,F,D,C,D,C,537.3968588,.25X
FNF,Fidelity National Financial Inc,D,C,C,B,C,14245.7032,2X
FOLD,Amicus Therapeutics Inc,F,D,C,D,C,2691.581731,1X
FTDR,Frontdoor Inc.,F,C,B,C,C,2584.416841,.5X
GD,General Dynamics Corp.,A,C,C,C,C,64358.81975,4X
GLP,Global Partners LP,A,D,C,D,D,907.0016208,.25X
GPC,Genuine Parts Co.,D,C,B,B,B,18474.41237,2X
GPN,"Global Payments, Inc.",D,C,C,D,C,39655.99256,4X
GWPH,GW Pharmaceuticals,A,D,C,B,C,6904.666466,2X
HCSG,"Healthcare Services Group, Inc.",D,C,B,B,B,1319.20686,.5X
HFC,HollyFrontier Corp,A,B,C,C,C,5797.649123,1X
HIL,Hill International Inc,F,C,C,C,C,89.23016,.25X
HIMX,Himax Technologies,F,C,C,B,C,2021.88,.5X
HNGR,Hanger Inc,A,D,C,D,D,718.8686353,.25X
HP,"Helmerich & Payne, Inc.",A,D,C,B,C,4341.846988,1X
HSC,Harsco Corp.,F,C,C,D,C,1061.942634,.5X
HSTM,Healthstream Inc,F,D,C,D,D,662.63736,.25X
IBKR,Interactive Brokers Group Inc,F,C,C,B,C,6547.12927,2X
INFN,Infinera Corp.,F,B,B,D,C,1783.465824,.5X
IO,ION Geophysical Corp,A,D,C,C,C,27.71104193,.25X
IQV,IQVIA Holdings Inc,F,C,C,C,C,43622.46464,4X
IRM,Iron Mountain Inc.,D,B,C,C,C,14319.60173,2X
IT,"Gartner, Inc.",F,C,C,C,C,24956.60397,4X
JJSF,J&J Snack Foods Corp.,D,C,C,B,C,2967.105863,1X
KRUS,Kura Sushi USA Inc,F,D,C,D,D,476.3597418,.25X
KWR,Quaker Houghton,F,C,C,C,C,3330.181069,1X
LAWS,"Lawson Products, Inc.",F,D,C,B,C,343.5246505,.25X
LB,L Brands Inc,A,C,C,D,C,21128.68592,4X
LEA,Lear Corp.,F,B,B,C,C,8620.68099,2X
LMNX,Luminex Corp,A,D,C,D,C,1750.070214,.5X
LORL,Loral Space & Communications Inc,C,D,C,B,C,889.10928,.25X
LRCX,Lam Research Corp.,F,B,B,C,B,76686.79723,4X
LUV,Southwest Airlines Co,A,B,C,B,C,25582.71064,4X
MDT,Medtronic Plc,A,B,C,D,C,148281.343,4X
MED,Medifast Inc,F,C,C,A,B,2184.82384,.5X
MGA,Magna International Inc.,F,,,,,18908.22767,2X
MGPI,"MGP Ingredients, Inc.",D,B,C,C,C,1830.986196,.5X
MIXT,MiX Telematics Ltd,D,,,,,291.08862,.25X
MLHR,Herman Miller Inc.,B,B,B,C,B,2949.109213,1X
MLI,"Mueller Industries, Inc.",A,C,C,C,C,3456.207624,1X
MTG,MGIC Investment Corp,D,C,B,B,B,4787.838443,1X
0A2X,TAL Education Group,C,,,,,1548.669593,.5X
ABEO,Abeona Therapeutics Inc,F,D,C,B,C,27.55399321,.25X
ACCO,Acco Brands Corporation,A,B,C,D,C,794.3776056,.25X
ACN,Accenture plc,F,B,B,B,B,204620.0054,4X
AEM,Agnico Eagle Mines Ltd,A,B,B,C,B,14749.61747,2X
AIR,AAR Corp.,A,B,B,D,C,1611.099996,.5X
ALGN,"Align Technology, Inc.",F,B,C,C,C,34991.84205,4X
ALKS,Alkermes plc,A,B,C,D,C,4213.534949,1X
AMRC,Ameresco Inc.,D,C,C,D,C,2557.225828,.5X
AOSL,Alpha & Omega Semiconductor Ltd,D,C,C,D,C,1522.154536,.5X
ASML,ASML Holding NV,F,B,B,B,B,281005.9845,4X
ATNI,ATN International Inc,D,D,C,C,C,619.3333709,.25X
AVNT,Avient Corp,F,B,B,D,C,4674.42473,1X
AXP,American Express Co.,A,B,B,B,B,151514.2763,4X
BBY,Best Buy Co. Inc.,A,B,B,B,B,25048.99616,4X
BDC,Belden Inc,F,C,C,C,C,2610.919383,1X
BEP,Brookfield Renewable Partners LP,A,,,,,11022.52825,2X
BKH,Black Hills Corporation,A,C,C,D,C,4562.961808,1X
BLDR,Builders Firstsource Inc,F,D,C,D,D,16222.34845,2X
BR,"Broadridge Financial Solutions, Inc.",F,C,C,C,C,17842.29304,2X
BWXT,BWX Technologies Inc,A,C,C,C,C,5140.483953,1X
BZUN,Baozun Inc,F,,,,,535.0011902,.25X
CAJ,Canon Inc,D,D,D,C,C,32197.04983,4X
CATM,Cardtronics plc,C,C,C,C,C,1761.884192,.5X
CHNG,Change Healthcare Inc,A,C,C,D,D,6733.266285,2X
CL,Colgate-Palmolive Co.,F,B,B,C,B,60901.67398,4X
CLS,"Celestica, Inc.",A,B,B,B,B,1318.926525,.5X
CMA,"Comerica, Inc.",A,B,B,B,B,12716.05057,2X
CMS,CMS Energy Corporation,A,B,C,C,C,19175.11056,2X
COF,Capital One Financial Corp.,D,B,C,C,C,61657.38401,4X
CPE,Callon Petroleum Co.,A,C,C,C,C,2592.737234,1X
CPF,Central Pacific Financial Corp.,D,B,B,C,C,792.949966,.25X
CR,Crane Co.,A,B,C,C,C,6400.991351,2X
CSII,Cardiovascular Systems Inc.,A,D,C,C,C,833.9155585,.25X
CSX,CSX Corp.,D,B,C,B,B,81860.74649,4X
CULP,Culp Inc.,F,C,C,B,C,96.89407496,.25X
CVLT,Commvault Systems Inc,D,C,C,B,C,3040.327229,1X
CWCO,Consolidated Water Co. Ltd.,F,C,C,B,B,148.1522083,.25X
DCI,Donaldson Co. Inc.,F,C,C,B,C,6494.923241,2X
DCOM,Dime Community Bancshares Inc,D,D,C,C,C,1411.461009,.5X
DHI,D.R. Horton Inc.,F,D,C,C,C,30710.69376,4X
DOOO,BRP Inc,F,,,,,2737.281473,1X
DQ,Daqo New Energy Corp,A,C,C,C,C,3302.965149,1X
DTIL,Precision Biosciences Inc,F,D,C,C,C,203.9882603,.25X
DY,"Dycom Industries, Inc.",A,D,C,B,C,2994.43205,1X
EGHT,8X8 Inc.,F,D,C,D,D,1313.026924,.5X
EPAM,EPAM Systems Inc,F,C,B,B,B,16675.97273,2X
EXC,Exelon Corp.,F,B,B,D,C,42291.26255,4X
EXPE,Expedia Group Inc,A,C,C,D,C,28068.34889,4X
EXPR,Express Inc.,A,D,C,C,C,236.4322094,.25X
FIS,"Fidelity National Information Services, Inc.",F,C,C,D,C,59187.12364,4X
FLS,Flowserve Corp.,A,B,B,C,C,4406.790152,1X
FORR,Forrester Research Inc.,F,D,C,C,C,1020.696,.5X
FOSL,Fossil Group Inc,A,C,C,C,C,552.7262516,.25X
FSLY,Fastly Inc,F,D,C,B,C,1990.362,.5X
FWRD,Forward Air Corp.,F,C,D,B,C,2878.332316,1X
GBT,Global Blood Therapeutics Inc.,A,C,C,C,C,2008.120876,.5X
GDOT,Green Dot Corp.,F,D,C,B,B,1557.24,.5X
GIL,Gildan Activewear Inc,F,B,B,B,B,7680.876227,2X
GLW,"Corning, Inc.",A,B,B,D,C,32470.30154,4X
GM,General Motors Company,F,B,C,D,C,65066.26125,4X
GO,Grocery Outlet Holding Corp,A,D,D,C,D,3044.515845,1X
GPK,Graphic Packaging Holding Co,A,B,C,D,C,6156.328961,2X
GPS,"Gap, Inc.",F,C,C,C,C,5818.345356,1X
GSM,Ferroglobe Plc,A,C,C,C,C,1287.306915,.5X
HALO,Halozyme Therapeutics Inc.,D,D,C,D,D,5310.515119,1X
HAYN,Haynes International Inc.,A,C,C,B,C,540.7936726,.25X
HBAN,"Huntington Bancshares, Inc.",D,B,C,C,C,22325.54828,4X
HDSN,"Hudson Technologies, Inc.",A,,,,,263.212698,.25X
HEES,H&E Equipment Services Inc,A,D,C,C,C,1607.203612,.5X
HL,Hecla Mining Co.,A,B,C,C,C,3608.482295,1X
HPR,HighPoint Resources Corp,A,C,C,D,C,20.36300475,.25X
HRB,H&R Block Inc.,A,D,C,C,C,4833.329086,1X
HSII,"Heidrick & Struggles International, Inc.",D,C,C,C,C,791.9140477,.25X
HUBG,"Hub Group, Inc.",D,C,C,B,C,2796.524358,1X
IMGN,"Immunogen, Inc.",F,D,C,D,D,1064.649932,.5X
INO,Inovio Pharmaceuticals Inc,F,D,D,C,C,790.941929,.25X
INSM,Insmed Inc,F,D,C,D,D,2790.121784,1X
IRDM,Iridium Communications Inc,D,B,C,B,B,5396.124404,1X
IRTC,iRhythm Technologies Inc,A,C,C,D,C,4074.423595,1X
J,"Jacobs Engineering Group, Inc.",A,B,C,C,C,18403.00126,2X
JAZZ,Jazz Pharmaceuticals plc,A,D,C,D,D,9610.211812,2X
JKHY,"Jack Henry & Associates, Inc.",A,C,C,B,C,13730.33695,2X
JOE,St. Joe Co.,A,D,D,C,C,3200.663586,1X
KBH,KB Home,F,C,C,C,C,3358.266331,1X
KBR,KBR Inc,A,C,C,D,C,7398.185169,2X
KEYS,Keysight Technologies Inc,F,B,B,C,B,29731.05199,4X
KFY,Korn Ferry,F,C,B,C,C,3630.645326,1X
LECO,"Lincoln Electric Holdings, Inc.",D,B,C,B,B,7968.494122,2X
LNDC,Landec Corp.,D,D,D,C,D,306.9910182,.25X
LZB,La-Z-Boy Inc.,F,C,C,B,C,1304.431217,.5X
M,Macy`s Inc,A,C,C,C,C,8560.241916,2X
MC,Moelis & Co,F,C,C,C,C,2897.292145,1X
MCK,Mckesson Corporation,A,C,C,C,C,46255.43046,4X
MDC,"M.D.C. Holdings, Inc.",F,B,B,C,C,3080.455349,1X
MG,Mistras Group Inc,D,B,C,C,C,206.3174718,.25X
MGRC,McGrath Rentcorp,A,C,C,B,C,2057.452764,.5X
AAPL,Apple Inc,D,B,C,C,C,2710616.621,4X
ABBV,Abbvie Inc,A,B,B,F,C,281334.3447,4X
ABCB,Ameris Bancorp,D,C,C,C,C,3291.578516,1X
ABG,Asbury Automotive Group Inc,A,B,B,D,C,3680.856886,1X
ACAD,Acadia Pharmaceuticals Inc,A,C,C,C,C,4077.126548,1X
ACM,AECOM,A,C,C,B,C,11244.02482,2X
ADTN,Adtran Inc.,F,B,C,B,C,954.2396058,.5X
AIG,American International Group Inc,A,C,C,C,C,52193.00473,4X
AIZ,Assurant Inc,A,C,C,C,C,10375.89443,2X
ALG,Alamo Group Inc.,A,C,C,C,C,1778.076848,.5X
ALLK,Allakos Inc,F,D,C,C,C,334.2380812,.25X
ALSN,Allison Transmission Holdings Inc,A,C,C,B,C,4166.748812,1X
AMC,AMC Entertainment Holdings Inc,F,D,C,C,C,8110.617792,2X
AMRX,Amneal Pharmaceuticals Inc,F,D,D,D,D,625.4742837,.25X
AMT,American Tower Corp.,F,B,C,C,C,110385.4144,4X
ANGI,Angi Inc,F,D,C,D,D,505.6405278,.25X
APRN,Blue Apron Holdings Inc,F,D,C,C,C,106.1759847,.25X
ASC,Ardmore Shipping Corp,A,B,C,D,C,150.8574508,.25X
ATO,Atmos Energy Corp.,A,B,B,D,C,14744.04835,2X
ATR,Aptargroup Inc.,D,B,B,C,B,7766.071412,2X
AVTR,Avantor Inc.,F,C,B,C,C,20527.49516,4X
AXAS,Abraxas Petroleum Corp.,A,D,C,C,C,18.16605987,.25X
AXS,Axis Capital Holdings Ltd,A,D,C,C,C,4702.169767,1X
AYI,"Acuity Brands, Inc.",F,C,B,B,C,6761.593225,2X
BAX,Baxter International Inc.,D,B,B,D,C,39552.89938,4X
BCRX,Biocryst Pharmaceuticals Inc.,A,D,C,D,D,2901.270232,1X
BKI,Black Knight Inc,F,C,C,F,D,9488.647278,2X
BMI,Badger Meter Inc.,D,C,C,B,B,2915.013724,1X
BRKS,"Brooks Automation, Inc.",A,C,C,C,C,8402.96005,2X
BURL,Burlington Stores Inc,F,C,C,C,C,13158.06667,2X
CABO,Cable One Inc,F,D,C,C,C,9231.901011,2X
CACC,Credit Acceptance Corp.,F,D,C,C,C,8099.136879,2X
CARG,CarGurus Inc,A,D,C,D,C,4369.081954,1X
CBRL,Cracker Barrel Old Country Store Inc,D,D,C,C,C,2907.711974,1X
CCJ,Cameco Corp.,A,,,,,10894.44837,2X
CCOI,Cogent Communications Holdings Inc,F,D,C,C,C,3093.499452,1X
CDK,CDK Global Inc,A,D,C,C,C,5738.307976,1X
CE,Celanese Corp,F,B,B,D,C,15872.84089,2X
CGIP,"Celadon Group, Inc.",A,D,C,C,C,0.0028299,.25X
CHH,"Choice Hotels International, Inc.",F,B,B,C,C,7877.304571,2X
CHKP,Check Point Software Technolgies,A,C,B,B,B,18574.48633,2X
CLAR,Clarus Corp,F,D,C,D,D,816.9472568,.25X
CLFD,Clearfield Inc,F,D,C,B,C,942.738587,.5X
CME,CME Group Inc,A,C,C,C,C,89640.12895,4X
CNR,Cornerstone Building Brands Inc,A,B,B,B,B,3066.821244,1X
COG,Cabot Oil & Gas Corp.,B,C,C,C,C,8892.528027,2X
CPK,Chesapeake Utilities Corp,F,C,C,C,C,2306.984885,.5X
CSTE,Caesarstone Ltd,A,C,C,C,C,397.0343509,.25X
CTSO,Cytosorbents Corp,F,D,D,C,C,144.41877,.25X
CUTR,Cutera Inc,A,D,C,D,D,844.5509332,.25X
CVA,Covanta Holding Corporation,C,B,C,C,C,2694.766027,1X
DAN,Dana Inc,F,B,B,C,C,2691.089979,1X
DASH,DoorDash Inc,F,D,C,C,C,32895.38856,4X
DBI,Designer Brands Inc,D,D,C,C,C,898.7252681,.25X
DDOG,Datadog Inc,F,D,C,C,C,34943.74576,4X
DDS,Dillard`s Inc.,A,D,C,C,C,4921.59644,1X
DGX,"Quest Diagnostics, Inc.",F,C,B,C,C,17723.5409,2X
DLTR,Dollar Tree Inc,A,C,C,C,C,35349.39829,4X
DRH,Diamondrock Hospitality Co.,A,C,C,C,C,2129.366582,.5X
EBIX,Ebix Inc.,A,D,C,D,D,1092.612831,.5X
ENTG,Entegris Inc,D,C,C,C,C,18283.96029,2X
ESE,"Esco Technologies, Inc.",F,D,C,C,C,1918.38201,.5X
FAST,Fastenal Co.,F,C,B,B,B,33260.16867,4X
FATE,Fate Therapeutics Inc,F,,,,,3593.216649,1X
FELE,"Franklin Electric Co., Inc.",F,C,C,B,C,3964.40241,1X
FET,Forum Energy Technologies Inc,A,C,C,C,C,134.6697363,.25X
FIX,"Comfort Systems USA, Inc.",D,D,C,C,C,3352.058562,1X
FLT,Fleetcor Technologies Inc,A,C,C,C,C,19759.72796,2X
FND,Floor & Decor Holdings Inc,F,D,C,B,C,10907.00696,2X
FNV,Franco-Nevada Corporation,A,B,C,B,B,29544.93256,4X
FRGI,Fiesta Restaurant Group Inc,F,D,C,C,C,243.428044,.25X
FRTA,Forterra Inc,A,C,D,D,D,1606.099392,.5X
FSM,Fortuna Silver Mines Inc.,A,,,,,1218.159096,.5X
FTK,Flotek Industries Inc,A,D,D,B,C,112.6293522,.25X
GH,Guardant Health Inc,F,D,D,C,C,6023.218859,2X
GLBR,Global Brokerage Inc,F,,,,,0.005603,.25X
GME,Gamestop Corporation,F,C,C,B,C,6944.662922,2X
GNMK,GenMark Diagnostics Inc,C,D,C,D,D,1769.224305,.5X
GOOS,Canada Goose Holdings Inc,F,C,C,C,C,1565.503292,.5X
GPX,GP Strategies Corp.,A,D,C,B,C,365.8168571,.25X
HCI,HCI Group Inc,F,C,C,C,C,583.5751331,.25X
HE,"Hawaiian Electric Industries, Inc.",D,C,C,B,C,4523.290587,1X
HMTV,Hemisphere Media Group Inc,F,,,,,119.0155376,.25X
HOMB,Home Bancshares Inc,D,D,C,B,C,3814.964579,1X
HRL,Hormel Foods Corp.,A,C,C,C,C,26726.35087,4X
HSY,Hershey Company,A,B,C,C,C,30063.86881,4X
HXL,Hexcel Corp.,A,B,C,C,C,4846.48717,1X
IAC,IAC InterActiveCorp.,A,D,D,C,C,21080.71843,4X
IIVI,Ii-Vi Inc.,A,D,C,C,C,7483.800298,2X
IMAX,Imax Corp,A,D,C,C,C,1067.344485,.5X
INFO,IHS Markit Ltd,F,B,B,C,C,43318.16206,4X
INT,World Fuel Services Corp.,A,C,C,B,C,1722.816151,.5X
INVA,Innoviva Inc,A,D,D,C,C,1320.397058,.5X
IVZ,Invesco Ltd,D,B,C,C,C,9873.784178,2X
JWN,"Nordstrom, Inc.",A,C,C,D,C,4270.25749,1X
KALU,Kaiser Aluminum Corp,D,C,C,C,C,1457.993253,.5X
0Q19,Ceva Inc.,F,,,,,847.0936496,.25X
ADBE,Adobe Inc,F,B,B,C,B,215694.414,4X
ADI,Analog Devices Inc.,D,B,B,B,B,87839.84054,4X
AIN,Albany International Corp.,D,C,C,C,C,2676.031876,1X
AIT,Applied Industrial Technologies Inc.,D,C,C,B,C,3929.904279,1X
ALEX,Alexander & Baldwin Inc.,D,D,C,C,C,1720.097286,.5X
ALLY,Ally Financial Inc,D,C,C,C,C,16209.95645,2X
AMG,Affiliated Managers Group Inc.,F,B,C,D,C,5878.833769,1X
AMGN,AMGEN Inc.,A,B,C,D,C,134155.1184,4X
ANGO,Angiodynamic Inc,F,D,D,C,C,923.7453726,.5X
ANSS,Ansys Inc.,F,B,B,C,C,27798.65383,4X
APOG,Apogee Enterprises Inc.,A,C,C,B,C,1252.039095,.5X
ARDX,Ardelyx Inc,D,D,D,D,D,111.3685308,.25X
AROC,Archrock Inc,A,C,B,C,C,1318.591165,.5X
ATKR,Atkore Inc,D,C,C,C,C,5092.506009,1X
AVLR,Avalara Inc,F,C,C,C,C,8017.050421,2X
AX,Axos Financial Inc.,F,D,C,C,C,2945.211574,1X
B,Barnes Group Inc.,F,B,C,C,C,2106.462203,.5X
BCOV,Brightcove Inc,F,D,C,C,C,313.8475252,.25X
BDX,"Becton, Dickinson And Co.",A,B,B,C,C,75255.31477,4X
BEN,"Franklin Resources, Inc.",F,B,B,C,C,14039.68882,2X
BGNE,BeiGene Ltd,F,,,,,17955.55747,2X
BJ,BJ`s Wholesale Club Holdings Inc,D,D,C,C,C,9010.534271,2X
BLL,Ball Corp.,D,B,B,C,B,30374.75827,4X
BSX,Boston Scientific Corp.,A,B,C,D,C,62962.76409,4X
BVN,Compania de Minas Buenaventura S.A.,A,,,,,2562.523419,.5X
CAI,Cai International Inc,B,C,C,C,C,972.022744,.5X
CARA,Cara Therapeutics Inc,A,D,D,C,D,614.1026154,.25X
CDW,CDW Corp,F,C,C,C,C,24665.31129,4X
CENX,Century Aluminum Co.,A,C,C,B,C,2197.347897,.5X
CEQP,Crestwood Equity Partners LP,A,C,B,D,C,1879.510176,.5X
CHRW,"C.H. Robinson Worldwide, Inc.",D,B,C,B,B,13817.87927,2X
CLGX,CoreLogic Inc,A,D,C,C,C,5885.68704,1X
CLX,Clorox Co.,F,B,B,B,B,16436.07383,2X
CMCSA,Comcast Corp,D,C,C,C,C,214861.5378,4X
CMD,Cantel Medical Corp,D,C,C,D,C,3397.323163,1X
CMTL,Comtech Telecommunications Corp.,F,D,C,D,D,435.6019058,.25X
COHU,"Cohu, Inc.",F,C,C,C,C,1561.422638,.5X
CORT,Corcept Therapeutics Inc,A,D,D,B,C,2894.687926,1X
CP,Canadian Pacific Railway Ltd,A,B,B,B,B,53334.16802,4X
CPB,Campbell Soup Co.,D,B,C,C,C,12818.46136,2X
CRS,Carpenter Technology Corp.,A,C,C,C,C,1827.994247,.5X
CRSP,CRISPR Therapeutics AG,F,D,D,C,D,5173.29845,1X
CRWD,Crowdstrike Holdings Inc,A,D,C,C,C,42825.92253,4X
CSGP,"Costar Group, Inc.",F,C,B,C,C,25755.0252,4X
CTBI,"Community Trust Bancorp, Inc.",D,D,C,C,C,740.7836089,.25X
CTVA,Corteva Inc,A,C,C,B,C,41004.23225,4X
DECK,Deckers Outdoor Corp.,F,B,B,B,B,8054.850319,2X
DLX,Deluxe Corp.,A,C,C,D,C,1414.188155,.5X
DNOW,NOW Inc,A,D,C,B,B,1117.749781,.5X
DSX,Diana Shipping Inc,A,D,D,C,C,411.02132,.25X
DTE,DTE Energy Co.,A,B,C,D,C,24426.25841,4X
DVA,DaVita Inc,D,C,C,D,C,11904.232,2X
DXC,DXC Technology Co,A,B,B,C,C,8363.220834,2X
DXLG,Destination XL Group Inc,D,,,,,341.8959119,.25X
ECOM,ChannelAdvisor Corp,F,D,C,C,C,511.0431443,.25X
EGY,"VAALCO Energy, Inc.",A,,,,,332.1773015,.25X
EL,"Estee Lauder Cos., Inc.",F,B,B,C,B,64523.22812,4X
ELY,Callaway Golf Co.,F,C,C,C,C,4539.521183,1X
ENR,Energizer Holdings Inc,F,B,B,B,B,2088.75626,.5X
ERIE,Erie Indemnity Co.,D,D,C,B,C,8170.846129,2X
ETN,Eaton Corporation plc,F,B,C,C,C,61998.63,4X
ETR,Entergy Corp.,D,C,C,D,C,21994.47626,4X
FDP,Fresh Del Monte Produce Inc,D,B,B,C,C,1247.52369,.5X
FE,Firstenergy Corp.,A,B,C,D,C,23476.5135,4X
FLY,Fly Leasing Ltd,B,,,,,519.0926051,.25X
FMC,FMC Corp.,A,B,B,C,C,16658.84865,2X
FSLR,First Solar Inc,F,B,B,C,B,8250.377835,2X
FTV,Fortive Corp,F,C,C,B,C,22184.3969,4X
GEN,Genesis Healthcare Inc,C,B,C,C,C,46.97078037,.25X
GMS,GMS Inc,F,C,C,C,C,2361.082856,.5X
GNTX,Gentex Corp.,F,C,C,B,B,7070.651227,2X
GOLD,Barrick Gold Corp.,A,,,,,42464.73,4X
GPRO,GoPro Inc.,F,D,C,C,C,1018.073072,.5X
GTS,Triple-S Management Corp,A,D,C,C,C,856.3597002,.25X
GVA,Granite Construction Inc.,F,B,C,B,C,1523.537943,.5X
GWRE,Guidewire Software Inc,F,D,C,C,C,7803.147128,2X
HCA,HCA Healthcare Inc,A,C,B,C,C,83454.59049,4X
HES,Hess Corporation,A,B,C,B,B,30165.24225,4X
HLT,Hilton Worldwide Holdings Inc,D,B,B,C,B,42301.7484,4X
HON,Honeywell International Inc,D,B,B,C,C,134434.5449,4X
HRC,Hill-Rom Holdings Inc,C,C,B,C,C,10265.82526,2X
HRTG,Heritage Insurance Holdings Inc.,A,D,D,C,C,194.9301677,.25X
HTHT,Huazhu Group Limited,F,,,,,10740.20867,2X
HUM,Humana Inc.,D,C,B,B,B,56620.44001,4X
ICFI,"ICF International, Inc",F,C,C,D,C,1731.135076,.5X
ICUI,"ICU Medical, Inc.",A,D,C,C,C,5196.365785,1X
ILMN,Illumina Inc,F,B,C,C,C,50774.337,4X
INTU,Intuit Inc,F,B,B,C,C,131048.624,4X
ISRG,Intuitive Surgical Inc,F,C,C,B,C,103561.2142,4X
ITRI,Itron Inc.,F,B,C,C,C,2328.733115,.5X
JBL,Jabil Inc,F,B,B,D,C,8985.669708,2X
JCI,Johnson Controls International plc,F,C,B,C,B,46729.03265,4X
JEF,Jefferies Financial Group Inc,F,C,C,D,C,8034.760763,2X
JHG,Janus Henderson Group plc,F,C,B,B,B,6142.553608,2X
JMIA,Jumia Technologies Ag,F,D,C,B,C,860.7132583,.25X
JOUT,Johnson Outdoors Inc,F,D,C,B,C,737.9471917,.25X
MSTR,Microstrategy Inc.,F,D,C,D,D,3535.862486,1X
MTN,Vail Resorts Inc.,F,B,B,C,C,11006.17889,2X
MTZ,Mastec Inc.,D,C,C,C,C,6581.326393,2X
MXL,MaxLinear Inc,F,C,C,D,C,4603.466609,1X
NAT,Nordic American Tankers Ltd,A,D,D,B,C,304.2527366,.25X
NET,Cloudflare Inc,F,D,C,C,C,28935.74148,4X
NGVC,Natural Grocers by Vitamin Cottage Inc,A,D,C,D,C,401.3837566,.25X
NGVT,Ingevity Corp,F,C,C,C,C,2549.071347,.5X
NJR,New Jersey Resources Corporation,A,B,B,C,C,4191.017337,1X
NSIT,Insight Enterprises Inc.,A,C,C,C,C,3782.554889,1X
NTES,NetEase Inc,F,,,,,60509.03754,4X
NWSA,News Corp,D,C,C,C,C,8661.434721,2X
ONEM,1life Healthcare Inc,F,D,C,C,C,2066.419203,.5X
ORCL,Oracle Corp.,D,B,C,D,C,223287.4756,4X
ORN,Orion Group Holdings Inc,F,D,D,B,C,68.62365876,.25X
PATK,"Patrick Industries, Inc.",F,C,C,D,D,1644.413116,.5X
PBF,PBF Energy Inc,A,C,C,D,C,2487.931017,.5X
PFSW,PFSWEB Inc,D,D,C,D,D,252.3574232,.25X
PII,Polaris Inc,A,B,B,B,B,6680.652738,2X
